1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
64	-0.912412	42.029587	43.453953	0.006672	0.7
65	-0.893697	43.029587	42.775299	0.004166	0.6
66	-0.913215	42.928179	42.843152	0.003943	0.7
67	-0.912489	43.928179	42.183298	0.002867	0.7
68	-0.905673	43.826772	42.249284	0.004033	0.7
69	-0.903231	44.824609	41.608826	0.002750	0.7
70	-0.897253	44.727835	41.670088	0.003890	0.7
71	-0.919907	44.626430	41.734477	0.002696	0.7
72	-0.904836	44.525022	41.799066	0.002974	0.7
73	-0.884764	44.423688	41.863808	0.005041	0.7
74	-0.908677	45.423687	41.233554	0.003025	0.7
75	-0.888299	45.353691	41.277051	0.004254	0.7
76	-0.911170	45.252284	41.340231	0.006602	0.7
77	-0.902271	46.252284	40.725527	0.005303	0.7
78	-0.901219	47.252284	40.128836	0.006410	0.6
79	-0.879245	47.151060	40.188439	0.004440	0.8
80	-0.919477	48.150899	39.607362	0.003507	0.7
81	-0.911441	48.049492	39.665530	0.004637	1.7
82	-0.906795	49.049492	39.099280	0.005364	0.7
83	-0.903616	48.948626	39.155661	0.003478	0.8
84	-0.914658	49.948614	38.603781	0.006226	3.8
85	-0.933930	50.948614	38.067234	0.007042	0.7
86	-0.890563	51.948614	37.545398	0.005998	0.7
87	-0.919178	52.948614	37.037675	0.005820	0.8
88	-0.900825	53.947657	36.543967	0.004952	0.7
89	-0.937211	54.947657	36.062794	0.005662	0.8
90	-0.889149	55.947656	35.594128	0.007136	0.7
91	-0.867045	56.584694	35.301869	0.004380	0.6
92	-0.892290	57.584694	34.852648	0.005029	0.7
93	-0.901386	57.483291	34.897679	0.004378	0.7
94	-0.875929	57.381883	34.942829	0.002663	0.7
95	-0.919673	58.381883	34.502642	0.002902	0.7
96	-0.904281	58.280512	34.546759	0.007579	0.7
97	-0.921175	59.280507	34.116435	0.010370	0.7
98	-0.906207	60.280507	33.696698	0.004312	0.7
99	-0.892168	61.280507	33.287164	0.003581	0.7
100	-0.907158	61.179176	33.328209	0.002606	0.7
101	-0.925638	61.834577	33.064510	0.004218	0.7
102	-0.935501	62.051773	32.978040	0.005655	0.7
103	-0.889820	62.116973	32.952171	0.003850	0.7
104	-0.893784	63.116973	32.560429	0.008470	0.6
105	-0.921174	64.102733	32.183276	0.007259	0.7
106	-0.902986	65.102733	31.809498	0.004016	0.7
107	-0.915121	65.001327	31.847005	0.002450	0.7
108	-0.904650	64.900814	31.884270	0.006434	0.7
109	-0.895676	65.900814	31.517365	0.002847	0.7
110	-0.921538	66.900814	31.158809	0.004505	0.7
111	-0.913093	67.900267	30.808509	0.003413	0.7
112	-0.894384	67.798958	30.843658	0.005037	0.7
113	-0.933929	67.700144	30.878019	0.010930	0.8
114	-0.928667	68.700144	30.533783	0.005361	0.7
115	-0.896044	69.700144	30.197138	0.006067	0.7
116	-0.917993	69.598736	30.230937	0.003277	0.7
117	-0.922349	69.497328	30.264813	0.002806	0.8
118	-0.915780	69.395934	30.298760	0.004638	0.9
119	-0.917713	69.297194	30.331892	0.004478	0.9
120	-0.880365	70.297194	29.999659	0.002097	0.9
121	-0.891197	71.297000	29.674688	0.004454	1.0
122	-0.882523	71.195649	29.707310	0.004735	1.2
123	-0.887184	72.195609	29.388560	0.005257	0.9
124	-0.904261	73.195609	29.076565	0.005059	0.8
125	-0.864757	74.195609	28.771124	0.003232	0.7
126	-0.901371	74.094201	28.801806	0.003880	0.7
127	-0.914681	75.093711	28.502226	0.003067	0.7
128	-0.910501	75.479081	28.388379	0.005853	0.7
129	-0.910622	76.479081	28.097154	0.006955	0.7
130	-0.880811	77.479081	27.811843	0.002387	0.7
131	-0.886773	78.460588	27.537387	0.004088	0.7
132	-0.918005	79.460502	27.263299	0.003828	0.7
133	-0.920937	80.460460	26.994602	0.003166	0.6
134	-0.904439	81.456241	26.732239	0.002345	0.6
135	-0.870787	82.228238	26.532321	0.003632	0.7
136	-0.899571	83.025899	26.328873	0.003700	0.7
137	-0.943276	82.924697	26.354512	0.004492	0.7
138	-0.901567	82.881582	26.365450	0.002378	0.7
139	-0.890476	82.780367	26.391164	0.005401	0.7
140	-0.897483	82.678959	26.416977	0.002922	0.7
141	-0.891342	83.629069	26.177092	0.004616	1.7
142	-0.900209	83.527664	26.202487	0.003868	0.7
143	-0.894397	84.527664	25.954187	0.004106	0.8
144	-0.901560	85.527664	25.710549	0.005260	0.8
145	-0.895083	85.426256	25.735047	0.003664	1.0
146	-0.911696	86.101696	25.572748	0.006790	1.0
147	-0.913587	86.000289	25.596984	0.003898	0.9
148	-0.925207	87.000289	25.359976	0.007380	0.9
149	-0.896103	86.898881	25.383810	0.003006	0.8
150	-0.877539	87.897481	25.151038	0.002377	0.7
151	-0.896434	87.805621	25.172272	0.006426	0.7
152	-0.880937	88.805621	24.943028	0.006887	0.7
153	-0.895599	88.704213	24.966085	0.008684	0.7
154	-0.906517	89.704213	24.740564	0.002494	0.7
155	-0.885341	90.704213	24.519082	0.003934	0.6
156	-0.887813	91.603224	24.323324	0.005789	0.8
157	-0.932696	92.603223	24.109217	0.005717	0.7
158	-0.951553	93.603223	23.898845	0.002728	0.7
159	-0.911146	94.603223	23.692114	0.002976	1.0
160	-0.880736	94.672029	23.678021	0.007028	0.7
161	-0.956675	95.672029	23.475076	0.005279	0.7
162	-0.921429	96.672029	23.275580	0.008930	0.7
163	-0.855996	97.672029	23.079446	0.009462	0.7
164	-0.880972	98.672029	22.886590	0.004338	0.7
165	-0.901420	99.672029	22.696931	0.004444	0.7
166	-0.906028	100.672029	22.510389	0.003369	0.7
167	-0.899371	101.660754	22.328941	0.004467	0.7
168	-0.913069	102.655875	22.149249	0.004918	0.7
169	-0.900485	103.655873	21.971566	0.004938	0.7
170	-0.932959	104.655873	21.796711	0.003402	0.7
171	-0.887917	104.573038	21.811089	0.002582	0.7
172	-0.932573	104.555126	21.814201	0.002077	0.7
173	-0.913020	104.453725	21.831833	0.003691	0.7
174	-0.897021	104.419455	21.837798	0.009459	0.7
175	-0.915881	105.419455	21.665057	0.004841	0.7
176	-0.926113	106.419455	21.495028	0.003135	0.7
177	-0.912292	106.422394	21.494532	0.006518	0.7
178	-0.930768	107.422393	21.327158	0.004838	0.7
179	-0.929605	108.422393	21.162371	0.004128	0.7
180	-0.919515	108.320986	21.178966	0.004501	0.7
181	-0.926236	109.320986	21.016452	0.003259	0.7
182	-0.886612	110.320986	20.856413	0.004427	0.7
183	-0.921477	111.320986	20.698793	0.002671	0.7
184	-0.924040	111.219627	20.714661	0.001973	0.7
185	-0.920212	111.234153	20.712385	0.005373	0.7
186	-0.879021	112.234079	20.556938	0.004558	0.7
187	-0.888735	113.234079	20.403796	0.003846	0.7
188	-0.899373	113.132671	20.419221	0.008295	0.7
189	-0.908174	114.132671	20.268116	0.003632	0.7
190	-0.916235	115.132670	20.119232	0.004027	0.7
191	-0.920940	115.280708	20.097377	0.006304	0.7
192	-0.893564	115.179301	20.112342	0.004055	0.7
193	-0.901564	115.103353	20.123565	0.005402	0.7
194	-0.913893	115.001945	20.138570	0.002789	0.7
195	-0.880115	116.001945	19.991575	0.003300	0.7
196	-0.897945	116.984902	19.849162	0.004609	1.8
197	-0.861170	117.983748	19.706511	0.003982	0.7
198	-0.854941	118.983175	19.565814	0.005980	0.7
199	-0.904354	119.983175	19.427032	0.002497	4.1
200	-0.900533	120.983172	19.290206	0.004777	0.8
201	-0.911128	121.983170	19.155294	0.005601	0.7
202	-0.916186	121.881762	19.168889	0.003214	0.7
203	-0.912488	122.881762	19.035663	0.001475	0.7
204	-0.884628	122.790695	19.047719	0.002523	0.7
205	-0.944771	123.023877	19.016879	0.003267	0.7
206	-0.894279	124.023765	18.885765	0.005588	0.7
207	-0.894269	125.023765	18.756431	0.002349	0.8
208	-0.933540	126.023761	18.628858	0.004973	0.7
209	-0.932491	127.023690	18.503016	0.004758	0.7
210	-0.889074	128.023690	18.378854	0.004569	0.8
211	-0.895405	129.023690	18.256348	0.005206	0.7
212	-0.909290	130.023690	18.135464	0.010874	0.7
213	-0.925090	131.023690	18.016170	0.005308	0.7
214	-0.915456	132.023690	17.898436	0.003683	0.7
215	-0.917289	133.023690	17.782230	0.003266	0.7
216	-0.902260	134.023690	17.667524	0.009006	0.7
217	-0.904008	133.922282	17.679088	0.003983	0.7
218	-0.899789	134.922282	17.565704	0.004912	0.6
219	-0.881838	134.820875	17.577136	0.003282	0.6
220	-0.908080	135.820871	17.465052	0.002245	0.7
221	-0.895030	136.817033	17.354811	0.005703	0.7
222	-0.908581	136.723303	17.365124	0.003650	0.7
223	-0.955234	137.723303	17.255719	0.004430	0.7
224	-0.898168	138.723303	17.147684	0.003689	0.8
225	-0.894649	139.723303	17.040993	0.005230	0.7
226	-0.921519	139.621895	17.051752	0.003956	0.7
227	-0.920584	140.621895	16.946248	0.002606	4.1
228	-0.916522	141.621895	16.842042	0.003500	1.0
229	-0.892770	142.275956	16.774575	0.006930	0.8
230	-0.917752	143.275955	16.672463	0.005734	0.7
231	-0.920517	143.174548	16.682761	0.004370	0.7
232	-0.905771	144.174548	16.581760	0.005427	0.7
233	-0.907941	145.172669	16.482161	0.003405	0.7
234	-0.903869	146.172668	16.383568	0.002795	0.7
235	-0.935136	146.110018	16.389710	0.003026	0.7
236	-0.905488	146.008766	16.399646	0.005057	0.7
237	-0.901303	147.008766	16.302035	0.003040	0.7
238	-0.915334	148.008766	16.205578	0.002417	0.7
239	-0.902654	147.914789	16.214594	0.003263	0.7
240	-0.913279	148.853565	16.124976	0.004558	0.7
241	-0.921710	149.853565	16.030597	0.002736	0.7
242	-0.909824	149.752159	16.040118	0.003108	0.7
243	-0.887872	149.660486	16.048734	0.002790	0.7
244	-0.901843	150.251045	15.993390	0.004253	0.7
245	-0.912799	150.155775	16.002292	0.002502	0.7
246	-0.871581	150.055747	16.011650	0.005577	0.7
247	-0.891487	151.055747	15.918589	0.005752	0.7
248	-0.930539	150.954339	15.927977	0.005010	0.7
249	-0.892729	150.852932	15.937376	0.002949	0.7
250	-0.896617	151.748639	15.854740	0.003435	0.7
251	-0.921785	151.889512	15.841821	0.004560	0.7
252	-0.920058	151.789054	15.851031	0.006740	0.6
253	-0.898466	152.789054	15.759823	0.004040	0.8
254	-0.888656	152.687646	15.769024	0.004464	0.8
255	-0.871080	153.687641	15.678755	0.003424	0.7
256	-0.907331	154.687641	15.589513	0.003264	0.7
257	-0.938095	154.586270	15.598513	0.003447	0.7
258	-0.912790	155.586266	15.510180	0.004320	0.7
259	-0.925918	155.484859	15.519092	0.004835	0.7
260	-0.905229	155.383451	15.528014	0.004922	0.8
261	-0.920367	156.383451	15.440475	0.006262	0.7
262	-0.933182	157.383451	15.353917	0.004455	0.6
263	-0.926028	158.383451	15.268324	0.004409	0.7
264	-0.897185	159.383451	15.183681	0.004315	0.6
265	-0.885049	160.383448	15.099970	0.003150	0.7
266	-0.941766	160.282042	15.108417	0.002391	0.7
267	-0.933199	161.279800	15.025717	0.005194	0.7
268	-0.909553	162.279797	14.943735	0.002543	0.7
269	-0.877701	163.279796	14.862642	0.003307	0.7
270	-0.906273	163.993661	14.805290	0.003212	0.7
271	-0.915107	163.892253	14.813410	0.002317	0.7
272	-0.914295	164.665075	14.751750	0.003594	0.7
273	-0.890688	164.565890	14.759634	0.006944	0.7
274	-0.933523	164.464483	14.767705	0.005702	0.7
275	-0.889542	165.464483	14.688506	0.002602	0.7
276	-0.930998	165.363076	14.696499	0.003140	0.7
277	-0.923944	166.363030	14.618064	0.008273	4.2
278	-0.896135	166.261622	14.625980	0.003292	0.8
279	-0.877458	167.261622	14.548290	0.004097	0.8
280	-0.904781	168.261622	14.471422	0.004097	0.7
281	-0.928011	169.261618	14.395361	0.003581	0.7
282	-0.894290	170.261618	14.320096	0.005282	0.7
283	-0.920074	171.256178	14.246017	0.001637	0.7
284	-0.912727	171.155407	14.253488	0.002721	0.7
285	-0.907146	171.159775	14.253164	0.002060	0.6
286	-0.893267	172.142044	14.180676	0.003885	0.7
287	-0.899657	173.135895	14.108080	0.006101	0.9
288	-0.898389	173.034489	14.115453	0.002114	0.7
289	-0.912003	173.044969	14.114691	0.004784	0.7
290	-0.912327	173.141856	14.107647	0.002415	0.7
291	-0.902737	173.040449	14.115019	0.005749	0.7
292	-0.911158	172.939656	14.122355	0.004124	0.7
293	-0.917137	173.804664	14.059646	0.005858	0.7
294	-0.908400	174.802465	13.987999	0.004646	0.7
295	-0.923317	174.704515	13.995000	0.004266	0.7
296	-0.903541	175.704515	13.923853	0.005141	0.7
297	-0.879123	175.603107	13.931035	0.003400	0.7
298	-0.891976	175.501788	13.938218	0.004388	0.7
299	-0.914835	175.400381	13.945414	0.002763	0.7
300	-0.923209	175.980929	13.904314	0.001791	0.7
301	-0.907440	176.927224	13.837837	0.003134	0.7
302	-0.881862	177.272988	13.813706	0.003317	0.7
303	-0.907534	177.171582	13.820774	0.004620	0.7
304	-0.902699	178.154283	13.752578	0.007251	0.7
305	-0.919639	178.052875	13.759584	0.004249	0.7
306	-0.885515	179.052875	13.690804	0.004375	0.7
307	-0.919461	178.951467	13.697748	0.007977	0.7
308	-0.892778	179.951467	13.629583	0.004426	0.7
309	-0.885982	179.850060	13.636465	0.004966	0.7
310	-0.894329	179.751041	13.643191	0.005768	0.7
311	-0.902623	179.649633	13.650086	0.005936	0.7
312	-0.884719	179.548226	13.656988	0.004333	0.8
313	-0.920092	179.446818	13.663897	0.005108	1.1
314	-0.899396	179.345767	13.670789	0.003159	0.8
315	-0.884751	179.842607	13.636971	0.002623	1.1
316	-0.893804	179.741224	13.643858	0.003412	0.8
317	-0.908715	180.673254	13.580803	0.004942	0.8
318	-0.890608	180.571848	13.587635	0.003143	0.7
319	-0.915569	181.568000	13.520816	0.002679	0.7
320	-0.929499	182.567987	13.454398	0.003636	0.7
321	-0.896954	182.466580	13.461104	0.002127	0.7
322	-0.916842	183.466051	13.395303	0.002512	0.7
323	-0.907599	183.455865	13.395970	0.004532	0.7
324	-0.932859	183.354552	13.402612	0.002256	0.7
325	-0.901572	184.198260	13.347505	0.004786	0.7
326	-0.905327	185.197836	13.282800	0.004262	0.7
327	-0.935699	186.116560	13.223881	0.003852	0.7
328	-0.939785	187.116553	13.160341	0.001970	0.7
329	-0.896112	187.143514	13.158636	0.002464	0.7
330	-0.900077	187.284057	13.149757	0.003702	0.7
331	-0.882695	187.182882	13.156148	0.007571	0.7
332	-0.917273	188.182881	13.093255	0.002821	0.7
333	-0.885857	189.182881	13.030960	0.003091	0.7
334	-0.927514	189.088902	13.036789	0.003708	0.7
335	-0.898991	188.987499	13.043085	0.003967	0.7
336	-0.864251	189.987499	12.981265	0.004368	0.7
337	-0.916252	189.886091	12.987508	0.002277	0.7
338	-0.908550	189.785495	12.993706	0.003115	0.7
339	-0.919743	189.687071	12.999776	0.003906	0.7
340	-0.901317	190.686320	12.938411	0.004669	0.7
341	-0.901222	191.686320	12.877578	0.002895	0.7
342	-0.884867	192.686320	12.817314	0.003419	0.7
343	-0.903375	193.686079	12.757626	0.003870	0.7
344	-0.925378	194.686079	12.698477	0.002567	0.7
345	-0.909587	194.585376	12.704409	0.004034	0.7
346	-0.915206	195.317456	12.661413	0.004067	0.7
347	-0.898200	195.216049	12.667352	0.004633	0.7
348	-0.917605	196.216049	12.609035	0.002531	0.7
349	-0.908538	196.114645	12.614924	0.002456	0.7
350	-0.928123	196.015980	12.620659	0.002005	0.7
351	-0.891527	196.025576	12.620101	0.003748	0.7
352	-0.915737	196.980755	12.564801	0.002575	0.7
353	-0.927339	196.879399	12.570646	0.002464	0.7
354	-0.901751	196.819580	12.574098	0.003883	0.7
355	-0.895395	197.816252	12.516825	0.004101	0.7
356	-0.901648	197.715000	12.522619	0.002762	1.6
357	-0.902849	198.714701	12.465642	0.004232	0.8
358	-0.903965	198.613294	12.471398	0.004704	0.8
359	-0.899847	199.613294	12.414867	0.005699	3.3
360	-0.897578	199.511886	12.420576	0.003963	0.7
361	-0.931929	200.511886	12.364504	0.007222	0.7
362	-0.932262	200.410479	12.370168	0.004340	0.7
363	-0.932397	201.410479	12.314549	0.005983	0.7
364	-0.904731	201.309071	12.320166	0.005052	0.7
365	-0.883195	202.309071	12.264995	0.004553	0.7
366	-0.924333	203.309071	12.210316	0.002048	0.7
367	-0.903902	204.309062	12.156123	0.004263	0.7
368	-0.903951	204.828204	12.128178	0.004991	0.7
369	-0.898354	205.828204	12.074710	0.007115	0.7
370	-0.916131	205.726796	12.080110	0.003932	0.7
371	-0.888334	206.726796	12.027064	0.001818	0.7
372	-0.898334	206.633601	12.031988	0.004011	0.6
373	-0.902909	207.087860	12.008025	0.001851	0.7
374	-0.915560	207.380488	11.992639	0.003232	1.1
375	-0.882052	208.140157	11.952880	0.004690	0.7
376	-0.902151	208.928733	11.911885	0.002046	0.7
377	-0.925843	208.827331	11.917141	0.002115	0.7
378	-0.899372	208.884171	11.914194	0.004717	0.7
379	-0.929698	208.782767	11.919452	0.005133	0.8
380	-0.899100	209.782765	11.867804	0.002314	0.7
381	-0.881219	210.782765	11.816602	0.003899	0.7
382	-0.913929	211.503829	11.779955	0.004761	0.7
383	-0.928056	212.354008	11.737037	0.003081	0.7
384	-0.877665	213.354008	11.686955	0.002442	0.7
385	-0.902914	213.259584	11.691666	0.002085	0.7
386	-0.908331	213.159324	11.696672	0.005109	0.7
387	-0.912528	213.064549	11.701408	0.005487	0.7
388	-0.914160	212.963141	11.706480	0.004272	0.7
389	-0.903439	212.870036	11.711140	0.006730	0.7
390	-0.897884	212.768629	11.716220	0.003324	0.8
391	-0.892073	212.673285	11.721001	0.003095	0.7
392	-0.913705	213.471503	11.681098	0.003640	0.7
393	-0.903695	214.462589	11.631932	0.002900	0.7
394	-0.903858	215.462589	11.582740	0.006023	0.7
395	-0.888667	216.454853	11.534339	0.003828	0.7
396	-0.931620	216.353445	11.539267	0.002322	0.7
397	-0.925060	216.252038	11.544199	0.002539	0.7
398	-0.890257	217.250590	11.495815	0.004936	1.0
399	-0.901929	217.149182	11.500710	0.004424	0.7
400	-0.902322	218.148501	11.452653	0.003097	0.8
401	-0.924571	219.141779	11.405282	0.003176	0.7
402	-0.902671	219.040371	11.410100	0.003144	0.8
403	-0.919750	219.296456	11.397941	0.002578	0.7
404	-0.886265	220.296449	11.350705	0.004137	0.7
405	-0.891326	221.296289	11.303866	0.002161	0.7
406	-0.902491	221.763995	11.282088	0.005080	0.7
407	-0.908417	221.662588	11.286803	0.004519	0.7
408	-0.935856	221.561180	11.291521	0.004093	0.7
409	-0.912685	221.459773	11.296244	0.004943	0.7
410	-0.878049	222.459773	11.249845	0.002455	0.7
411	-0.938342	223.402469	11.206453	0.002512	0.7
412	-0.917809	223.982935	11.179900	0.005371	1.9
413	-0.882016	223.882308	11.184494	0.001478	0.7
414	-0.886777	223.783514	11.189008	0.005637	0.7
415	-0.881351	224.634761	11.150233	0.001741	1.4
416	-0.892322	224.533603	11.154826	0.004904	0.8
417	-0.907991	224.432799	11.159408	0.003898	0.7
418	-0.899953	225.432799	11.114124	0.003801	0.8
419	-0.915392	225.331399	11.118699	0.007843	0.7
420	-0.903596	225.229991	11.123278	0.004533	0.7
421	-0.879247	225.128583	11.127861	0.002134	0.7
422	-0.921892	225.028010	11.132410	0.003003	0.7
423	-0.889464	224.926642	11.136999	0.005524	0.7
424	-0.926636	225.926642	11.091896	0.003111	0.7
425	-0.885995	225.837797	11.095889	0.003680	0.7
426	-0.916625	225.736392	11.100449	0.004609	0.7
427	-0.906413	226.736374	11.055642	0.004260	0.7
428	-0.905950	226.634997	11.060168	0.002512	0.7
429	-0.917402	226.774520	11.053940	0.005159	0.7
430	-0.898294	226.673112	11.058466	0.003774	0.7
431	-0.943847	226.571705	11.062996	0.004086	0.7
432	-0.925870	227.571425	11.018502	0.001702	0.7
433	-0.902426	227.483942	11.022381	0.004853	0.7
434	-0.895357	227.383807	11.026825	0.003662	0.7
435	-0.904224	228.383807	10.982608	0.002225	0.7
436	-0.928560	228.286290	10.986905	0.002923	0.7
437	-0.881283	228.185192	10.991362	0.002099	1.0
438	-0.897791	228.084402	10.995810	0.003313	0.9
439	-0.907132	228.963677	10.957131	0.001500	0.7
440	-0.922044	228.964008	10.957116	0.006472	0.7
441	-0.902444	229.956972	10.913762	0.002538	0.7
442	-0.900896	230.956972	10.870446	0.005373	0.7
443	-0.905925	231.955309	10.827544	0.002566	0.7
444	-0.937115	231.854194	10.831874	0.004423	0.7
445	-0.930492	231.754168	10.836160	0.003952	0.7
446	-0.911124	231.652818	10.840507	0.002057	0.7
447	-0.885943	232.020799	10.824741	0.005529	0.7
448	-0.899524	233.020680	10.782133	0.004721	0.7
449	-0.912142	232.919285	10.786438	0.003187	0.7
450	-0.890846	232.907437	10.786942	0.004883	0.7
451	-0.862415	232.806030	10.791252	0.002988	0.7
452	-0.914018	233.799438	10.749179	0.003529	0.7
453	-0.880578	233.698190	10.753452	0.003012	0.7
454	-0.873416	233.606010	10.757345	0.003140	0.7
455	-0.916504	233.693601	10.753646	0.004341	0.7
456	-0.908937	233.592193	10.757929	0.004685	0.7
457	-0.909453	234.592193	10.715839	0.002331	0.7
458	-0.915764	234.490786	10.720092	0.002341	0.7
459	-0.888592	234.389424	10.724347	0.005374	0.7
460	-0.918251	235.389424	10.682518	0.004758	0.7
461	-0.888815	236.389424	10.641015	0.003435	0.7
462	-0.921276	236.288016	10.645209	0.005342	0.7
463	-0.905941	236.186608	10.649406	0.004853	0.7
464	-0.880011	236.085201	10.653607	0.003790	0.7
465	-0.885185	237.085201	10.612328	0.005766	0.7
466	-0.916103	236.983793	10.616499	0.002473	0.7
467	-0.918625	237.983279	10.575527	0.002998	0.7
468	-0.931524	238.982556	10.534879	0.004009	0.7
469	-0.929961	238.882603	10.538931	0.002895	0.8
470	-0.892641	239.882575	10.498534	0.002515	0.7
471	-0.940357	239.788903	10.502305	0.004361	0.7
472	-0.890251	239.696597	10.506024	0.003033	0.7
473	-0.913349	240.073916	10.490840	0.005016	0.7
474	-0.934602	239.972509	10.494917	0.003099	0.7
475	-0.910992	240.972509	10.454855	0.003744	0.7
476	-0.922538	241.972502	10.415099	0.006359	0.7
477	-0.890028	242.781662	10.383151	0.003502	0.7
478	-0.924346	242.680255	10.387144	0.004310	0.7
479	-0.901261	243.680144	10.347904	0.003897	0.8
480	-0.908454	244.680144	10.308955	0.004125	0.8
481	-0.889735	244.770062	10.305467	0.002185	0.7
482	-0.887595	244.675305	10.309143	0.003337	0.7
483	-0.899119	244.582258	10.312755	0.003234	0.7
484	-0.872097	244.481712	10.316661	0.001794	0.8
485	-0.885872	244.381607	10.320552	0.002847	0.7
486	-0.900754	245.358763	10.282690	0.005468	0.7
487	-0.885523	245.259077	10.286540	0.003410	0.7
488	-0.913956	246.259077	10.248051	0.003241	0.7
489	-0.905432	247.257280	10.209918	0.001819	0.7
490	-0.915017	247.246846	10.210315	0.004599	0.7
491	-0.889589	247.146784	10.214125	0.002526	0.7
492	-0.899255	247.045378	10.217989	0.003922	0.6
493	-0.881887	246.944688	10.221829	0.004939	0.7
494	-0.906738	247.944688	10.183822	0.002980	0.6
495	-0.917512	247.843280	10.187663	0.003482	0.6
496	-0.928130	248.841468	10.149977	0.004724	0.7
497	-0.924050	248.740069	10.153793	0.003399	0.8
498	-0.874966	249.740052	10.116289	0.002692	0.7
499	-0.909760	249.638644	10.120080	0.003620	0.7
