1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
38	-0.479261	17.338709	5.474381	0.014780	0.6
39	-0.476708	18.336595	5.335508	0.024711	0.6
40	-0.497212	19.013241	5.245281	0.023990	0.6
41	-0.475925	18.655010	5.292666	0.024353	0.6
42	-0.493012	19.650446	5.163060	0.037766	0.7
43	-0.490488	20.650446	5.039099	0.027961	0.6
44	-0.461350	20.291799	5.082867	0.024659	0.6
45	-0.525476	21.291799	4.962681	0.023309	0.6
46	-0.476691	22.174580	4.861210	0.019771	0.6
47	-0.513462	22.959925	4.774364	0.018813	0.6
48	-0.500303	23.268854	4.741047	0.011198	0.6
49	-0.550482	22.923968	4.778273	0.020554	0.6
50	-0.490155	23.793244	4.685544	0.014164	0.7
51	-0.497118	23.446913	4.722054	0.013475	0.7
52	-0.491594	23.874657	4.677043	0.024313	0.6
53	-0.486606	23.711622	4.694097	0.006434	0.6
54	-0.471072	23.374213	4.729790	0.018197	0.6
55	-0.520350	24.154028	4.648106	0.011614	0.6
56	-0.503126	25.102119	4.552518	0.040362	0.6
57	-0.468758	24.743480	4.588210	0.041418	0.6
58	-0.478787	25.743480	4.490053	0.020960	0.6
59	-0.469923	25.384836	4.524770	0.037186	0.6
60	-0.501656	25.221192	4.540790	0.018043	0.6
61	-0.497861	26.221071	4.444641	0.029469	0.7
62	-0.493874	25.862434	4.478656	0.037092	0.7
63	-0.477625	26.862434	4.385082	0.026203	0.6
64	-0.479721	26.503788	4.418189	0.015928	0.6
65	-0.513575	27.503469	4.327128	0.019900	0.7
66	-0.510996	27.697277	4.309906	0.022328	0.6
67	-0.476079	28.697152	4.223194	0.034230	0.6
68	-0.511530	29.696948	4.139908	0.022564	0.6
69	-0.497613	29.338302	4.169404	0.016001	0.7
70	-0.461712	28.981034	4.199207	0.054220	0.6
71	-0.482262	29.979597	4.116955	0.008446	0.6
72	-0.486995	30.955158	4.039651	0.031962	0.6
73	-0.496458	30.603948	4.067144	0.010472	0.6
74	-0.471798	30.256726	4.094696	0.040567	0.7
75	-0.478902	29.930724	4.120906	0.032562	0.7
76	-0.507378	30.930724	4.041552	0.029473	0.7
77	-0.507443	30.583582	4.068750	0.013476	0.7
78	-0.497121	31.579570	3.991678	0.014033	0.6
79	-0.472949	31.226734	4.018645	0.018848	0.6
80	-0.485188	31.066748	4.030993	0.015164	0.6
81	-0.500554	30.710074	4.058797	0.036612	0.6
82	-0.490640	31.707203	3.982012	0.021373	0.6
83	-0.503649	32.065142	3.955152	0.009743	0.6
84	-0.481064	32.189219	3.945926	0.020036	0.6
85	-0.455398	31.966120	3.962546	0.030741	0.6
86	-0.481239	32.966061	3.889124	0.023185	0.6
87	-0.518594	32.607467	3.915139	0.026937	0.6
88	-0.476756	33.607463	3.843444	0.016039	0.6
89	-0.476797	33.248839	3.868852	0.013267	0.6
90	-0.454480	34.200312	3.802165	0.037022	0.6
91	-0.517588	33.845942	3.826732	0.006574	0.6
92	-0.480426	33.516567	3.849852	0.012059	0.6
93	-0.483995	33.330418	3.863042	0.035953	0.7
94	-0.512493	34.329103	3.793315	0.011915	0.7
95	-0.500021	35.327556	3.726075	0.034769	0.7
96	-0.497538	35.045545	3.744824	0.026127	0.6
97	-0.481561	36.045511	3.679180	0.033351	0.7
98	-0.485654	37.045510	3.615796	0.039497	0.7
99	-0.520537	36.686864	3.638276	0.016693	0.7
100	-0.489534	37.686821	3.576283	0.064916	0.6
101	-0.510327	37.328175	3.598273	0.054082	0.7
102	-0.500185	38.328175	3.537623	0.018456	0.6
103	-0.521766	39.328175	3.478983	0.020422	0.7
104	-0.473789	40.318586	3.422791	0.011681	0.7
105	-0.443955	39.992904	3.441068	0.013674	0.6
106	-0.495658	40.814454	3.395334	0.034852	0.6
107	-0.488426	40.458127	3.415020	0.038600	0.6
108	-0.484096	40.099481	3.435065	0.021878	0.6
109	-0.501538	39.740839	3.455347	0.007046	0.6
110	-0.462943	39.586982	3.464122	0.024032	0.6
111	-0.509015	40.022164	3.439418	0.034065	0.7
112	-0.480835	41.021719	3.383987	0.022123	0.7
113	-0.496041	42.021595	3.330298	0.014104	0.6
114	-0.519296	43.019363	3.278394	0.017250	0.6
115	-0.470776	43.989772	3.229442	0.009660	0.6
116	-0.497788	44.150469	3.221476	0.023075	0.6
117	-0.485114	45.078610	3.176228	0.028709	0.6
118	-0.480759	46.078609	3.128877	0.007332	0.7
119	-0.499422	45.730882	3.145181	0.011573	0.6
120	-0.458152	46.225292	3.122050	0.023856	0.6
121	-0.458670	45.878710	3.138229	0.025847	0.6
122	-0.500299	46.878709	3.091996	0.021838	0.7
123	-0.458215	47.877851	3.047144	0.023779	0.6
124	-0.477020	48.877058	3.003571	0.016772	0.6
125	-0.516638	48.518664	3.019055	0.068311	0.6
126	-0.470909	49.518664	2.976243	0.018963	0.6
127	-0.485062	50.516825	2.934704	0.023452	0.6
128	-0.506729	50.159421	2.949444	0.034739	0.6
129	-0.493396	50.642850	2.929542	0.013862	0.6
130	-0.428085	51.642595	2.889224	0.036660	0.7
131	-0.488268	52.642536	2.849993	0.007446	0.6
132	-0.504521	52.310476	2.862902	0.015063	0.6
133	-0.467593	51.999634	2.875093	0.024957	0.6
134	-0.492054	51.641328	2.889274	0.005581	0.6
135	-0.493745	52.344385	2.861578	0.026145	0.6
136	-0.483044	52.317250	2.862637	0.013588	0.6
137	-0.527074	51.966840	2.876385	0.028092	0.6
138	-0.505174	51.968281	2.876328	0.020996	0.6
139	-0.490590	52.968261	2.837443	0.035490	0.6
140	-0.503550	53.968230	2.799595	0.021175	0.6
141	-0.469279	53.609717	2.813048	0.030616	0.6
142	-0.472624	53.251384	2.826623	0.011833	0.6
143	-0.482224	54.223056	2.790111	0.014956	0.6
144	-0.455063	53.891977	2.802446	0.008861	0.6
145	-0.464499	53.691144	2.809981	0.019806	0.6
146	-0.497385	54.272200	2.788290	0.036316	0.6
147	-0.513645	53.913752	2.801631	0.031666	0.6
148	-0.502922	54.913752	2.764726	0.033054	0.6
149	-0.494945	55.864919	2.730514	0.020473	0.6
150	-0.502024	56.828125	2.696721	0.036013	0.6
151	-0.498305	57.781247	2.664095	0.020628	0.6
152	-0.471905	57.959499	2.658080	0.011686	0.6
153	-0.473529	58.663724	2.634583	0.031842	0.6
154	-0.512956	58.305229	2.646493	0.034609	0.6
155	-0.491443	59.305229	2.613537	0.040535	0.6
156	-0.467334	60.301533	2.581510	0.027657	0.6
157	-0.495945	61.301533	2.550143	0.032802	0.7
158	-0.502560	60.942886	2.561305	0.018420	0.6
159	-0.494466	61.939251	2.530535	0.004192	0.6
160	-0.462364	62.028729	2.527808	0.023331	0.6
161	-0.525027	62.642750	2.509252	0.015806	0.7
162	-0.498274	63.378485	2.487372	0.043294	1.0
163	-0.477035	64.378282	2.458245	0.035455	0.6
164	-0.498887	65.378282	2.429786	0.024603	0.6
165	-0.484279	66.378282	2.401978	0.021510	4.8
166	-0.475998	66.019659	2.411877	0.030425	0.8
167	-0.505155	65.661013	2.421858	0.041436	0.6
168	-0.496707	66.660194	2.394253	0.019994	0.6
169	-0.506637	66.725987	2.392458	0.028910	0.7
170	-0.457436	67.725982	2.365493	0.033384	0.6
171	-0.482890	67.367336	2.375094	0.025963	0.6
172	-0.523537	68.367331	2.348517	0.019928	0.6
173	-0.493711	69.366947	2.322538	0.014231	0.7
174	-0.471822	69.461300	2.320116	0.003089	0.6
175	-0.478412	69.625493	2.315912	0.024751	0.7
176	-0.446728	69.982027	2.306837	0.029456	0.7
177	-0.512572	69.623411	2.315966	0.025254	0.6
178	-0.502643	70.623280	2.290692	0.012524	0.6
179	-0.462390	71.617808	2.266094	0.032951	0.7
180	-0.485999	72.617286	2.241901	0.035804	0.6
181	-0.502474	72.352984	2.248248	0.021239	0.6
182	-0.489546	71.994338	2.256919	0.010426	0.6
183	-0.492405	72.539535	2.243765	0.009456	0.6
184	-0.468456	72.364125	2.247980	0.014655	0.6
185	-0.501371	72.137860	2.253441	0.024825	0.6
186	-0.483997	71.779353	2.262149	0.021155	0.6
187	-0.496772	71.420711	2.270927	0.025166	0.6
188	-0.476286	71.062070	2.279774	0.034522	0.6
189	-0.478856	72.062070	2.255277	0.021127	0.7
190	-0.505764	71.944348	2.258133	0.038047	0.6
191	-0.469719	71.587887	2.266827	0.013293	0.6
192	-0.500434	71.462295	2.269906	0.018777	0.6
193	-0.504573	71.106991	2.278662	0.027070	0.7
194	-0.477416	72.105613	2.254222	0.039309	0.6
195	-0.486727	73.101770	2.230359	0.021416	0.7
196	-0.501111	74.101770	2.206906	0.030229	0.7
197	-0.472812	75.101533	2.183948	0.027088	0.6
198	-0.524778	74.742987	2.192126	0.006826	0.6
199	-0.447485	75.588151	2.172945	0.038775	0.7
200	-0.464708	75.238150	2.180847	0.024069	0.7
201	-0.489034	74.879504	2.189005	0.028682	0.6
202	-0.500611	75.879503	2.166410	0.047946	1.3
203	-0.501522	76.879503	2.144276	0.013252	0.7
204	-0.524735	76.520857	2.152162	0.016900	0.6
205	-0.504950	76.874118	2.144394	0.036961	0.6
206	-0.510322	76.515472	2.152281	0.032761	0.6
207	-0.473800	77.515400	2.130435	0.022897	0.7
208	-0.499049	77.156808	2.138219	0.020369	0.6
209	-0.485202	76.909628	2.143617	0.024530	0.6
210	-0.494077	76.551010	2.151497	0.039032	0.7
211	-0.514182	77.551008	2.129666	0.024300	0.7
212	-0.505840	78.542474	2.108454	0.012234	0.6
213	-0.496772	78.291429	2.113785	0.020018	0.6
214	-0.512128	77.945082	2.121184	0.032497	0.6
215	-0.462645	78.940210	2.100063	0.026888	0.6
216	-0.491736	79.940208	2.079258	0.031586	0.6
217	-0.491180	80.940208	2.058861	0.014410	0.6
218	-0.485042	80.581655	2.066128	0.022708	0.6
219	-0.509182	80.231200	2.073281	0.035366	0.6
220	-0.482246	79.872554	2.080652	0.082418	0.6
221	-0.483638	80.872554	2.060228	0.033438	0.6
222	-0.467107	80.513908	2.067507	0.022156	0.6
223	-0.475717	81.513908	2.047339	0.011741	0.6
224	-0.515262	82.420656	2.029389	0.009631	0.6
225	-0.489237	82.097622	2.035747	0.032345	0.6
226	-0.473894	83.069857	2.016729	0.027019	0.6
227	-0.476062	84.069857	1.997535	0.026956	0.6
228	-0.498761	83.711216	2.004377	0.006487	0.7
229	-0.476786	83.360365	2.011115	0.048912	1.6
230	-0.502164	83.005992	2.017967	0.036132	0.6
231	-0.477369	82.647346	2.024950	0.020174	1.6
232	-0.491390	82.288740	2.031980	0.023689	0.7
233	-0.481793	83.286744	2.012535	0.014370	0.7
234	-0.477021	84.216967	1.994742	0.007910	0.7
235	-0.526296	83.979303	1.999258	0.007146	0.7
236	-0.495642	84.013813	1.998601	0.010720	0.7
237	-0.482931	83.949971	1.999817	0.007504	0.7
238	-0.477749	84.475798	1.989847	0.026596	0.6
239	-0.470452	85.304999	1.974326	0.017265	0.6
240	-0.507881	86.304284	1.955940	0.015995	0.6
241	-0.464819	87.281370	1.938290	0.014755	0.6
242	-0.524503	87.003608	1.943275	0.040241	0.6
243	-0.514626	87.914133	1.927029	0.042868	0.6
244	-0.511920	87.556860	1.933371	0.009640	0.6
245	-0.489139	87.198442	1.939776	0.030751	0.7
246	-0.509663	88.025925	1.925053	0.017169	0.6
247	-0.478985	88.968610	1.908551	0.051332	0.7
248	-0.473184	89.968610	1.891352	0.006609	0.6
249	-0.496414	89.610902	1.897469	0.019098	0.6
