1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
65	-0.403680	25.175665	2.341578	0.020095	0.6
66	-0.378653	24.672355	2.367382	0.028473	0.6
67	-0.377736	24.530917	2.374736	0.064018	0.6
68	-0.412624	25.528474	2.323822	0.019508	0.6
69	-0.396597	26.486203	2.276954	0.020047	0.6
70	-0.411193	26.109084	2.295182	0.011779	0.7
71	-0.416618	26.256038	2.288044	0.038487	0.6
72	-0.417690	26.606811	2.271186	0.059356	0.6
73	-0.420164	27.604409	2.224570	0.052022	0.6
74	-0.402241	28.604409	2.179724	0.034930	0.6
75	-0.380714	29.592017	2.137173	0.067745	0.7
76	-0.392939	30.592014	2.095749	0.024022	0.6
77	-0.408965	30.325359	2.106637	0.035249	0.6
78	-0.407285	30.582357	2.096141	0.032965	0.6
79	-0.422444	29.976870	2.121039	0.054936	0.6
80	-0.417009	30.974597	2.080322	0.097205	0.6
81	-0.432739	30.367918	2.104892	0.051048	0.6
82	-0.394359	31.367918	2.064697	0.013183	0.7
83	-0.395526	31.053730	2.077160	0.022429	0.6
84	-0.414619	31.513433	2.058976	0.043214	0.6
85	-0.386334	32.436273	2.023418	0.054996	0.6
86	-0.407274	33.436270	1.986248	0.036423	0.6
87	-0.437873	34.436249	1.950419	0.044745	0.6
88	-0.418430	35.416666	1.916524	0.060549	0.6
89	-0.431234	36.416664	1.883145	0.024361	0.6
90	-0.408327	37.402784	1.851348	0.057411	0.7
91	-0.404848	38.218419	1.825849	0.061077	0.6
92	-0.391681	39.218417	1.795529	0.016724	0.6
93	-0.406776	40.198112	1.766785	0.076474	0.6
94	-0.408491	39.626094	1.783455	0.028224	0.6
95	-0.424818	39.019427	1.801482	0.063400	0.6
96	-0.418436	40.019021	1.771971	0.040337	0.6
97	-0.433417	39.412355	1.789765	0.017217	0.6
98	-0.429158	40.051272	1.771034	0.049087	0.6
99	-0.390753	39.458504	1.788399	0.021649	0.6
100	-0.404724	38.858734	1.806318	0.060565	0.6
101	-0.405352	39.853486	1.776791	0.019066	0.6
102	-0.417303	39.248116	1.794644	0.021696	0.7
103	-0.393466	38.735051	1.810058	0.054743	0.6
104	-0.401943	39.719786	1.780703	0.027716	0.7
105	-0.415486	40.716445	1.751946	0.045603	0.7
106	-0.429560	41.713493	1.724093	0.028325	0.7
107	-0.396872	41.108342	1.740892	0.027434	0.6
108	-0.395183	41.384386	1.733189	0.006939	0.7
109	-0.445312	41.502348	1.729917	0.034668	0.6
110	-0.416311	41.550251	1.728593	0.069853	0.7
111	-0.386944	42.550249	1.701392	0.038610	0.7
112	-0.392084	43.550248	1.675035	0.011129	0.9
113	-0.422062	44.022499	1.662869	0.060508	0.6
114	-0.402933	43.660654	1.672175	0.063490	0.7
115	-0.433222	44.660654	1.646708	0.045647	0.7
116	-0.409754	45.660654	1.622005	0.068026	0.6
117	-0.427420	46.660555	1.598035	0.057689	0.6
118	-0.400327	47.660555	1.574760	0.028518	0.6
119	-0.399790	48.659479	1.552178	0.015556	0.6
120	-0.404962	48.952534	1.545675	0.025529	0.6
121	-0.421283	49.521798	1.533198	0.085110	0.7
122	-0.413571	50.332915	1.515765	0.046168	0.6
123	-0.383853	49.778051	1.527647	0.067846	0.6
124	-0.421689	49.178190	1.540705	0.064912	0.6
125	-0.417490	50.125085	1.520194	0.026649	0.6
126	-0.406313	51.103734	1.499560	0.035922	0.7
127	-0.399780	51.794703	1.485327	0.044620	0.6
128	-0.387263	52.669755	1.467684	0.038090	0.6
129	-0.402462	53.524798	1.450845	0.029269	0.6
130	-0.452533	54.521696	1.431693	0.027628	0.6
131	-0.396556	55.193086	1.419078	0.024867	0.6
132	-0.420363	56.150731	1.401463	0.047106	0.7
133	-0.412336	55.544959	1.412554	0.013003	0.6
134	-0.374037	55.182183	1.419281	0.039937	0.7
135	-0.421662	54.682334	1.428654	0.014701	0.6
136	-0.402631	55.318905	1.416738	0.041273	0.6
137	-0.397519	56.213859	1.400317	0.032153	0.6
138	-0.413440	55.608790	1.411377	0.007914	0.6
139	-0.440052	55.283431	1.417397	0.027698	0.6
140	-0.406284	55.292807	1.417223	0.028076	0.6
141	-0.425903	56.089513	1.402576	0.037011	0.6
142	-0.412247	55.490038	1.413568	0.033258	0.6
143	-0.409558	56.459005	1.395886	0.042069	0.6
144	-0.405259	55.852562	1.406900	0.045187	0.6
145	-0.425152	56.840144	1.389051	0.027803	0.6
146	-0.407336	57.625260	1.375180	0.055098	0.7
147	-0.421125	57.021017	1.385831	0.040067	0.7
148	-0.417642	57.435219	1.378512	0.045111	0.7
149	-0.427513	56.828643	1.389256	0.023812	0.7
150	-0.419247	57.673768	1.374332	0.028773	0.6
151	-0.394843	58.077764	1.367311	0.013046	0.6
152	-0.389940	58.381920	1.362072	0.011914	0.7
153	-0.408995	58.264687	1.364087	0.023827	0.6
154	-0.417300	58.253609	1.364277	0.023578	0.7
155	-0.399850	57.727018	1.373403	0.009016	0.7
156	-0.398617	57.368711	1.379682	0.009888	0.7
157	-0.421622	57.512690	1.377152	0.033939	0.6
158	-0.435476	57.123725	1.384009	0.052574	1.2
159	-0.412317	56.517251	1.394837	0.031797	0.7
160	-0.426403	57.517147	1.377074	0.031032	0.6
161	-0.390479	57.115046	1.384162	0.019763	0.6
162	-0.411095	57.818646	1.371806	0.026753	0.6
163	-0.405424	57.485019	1.377638	0.040511	0.6
164	-0.411313	56.886758	1.388219	0.065538	0.6
165	-0.420037	57.886620	1.370624	0.066739	0.6
166	-0.394554	58.886620	1.353467	0.066788	0.6
167	-0.417727	59.886618	1.336734	0.049363	0.6
168	-0.383460	60.886617	1.320410	0.051373	0.6
169	-0.423605	60.279936	1.330266	0.043612	0.6
170	-0.440085	61.279736	1.314101	0.022360	0.6
171	-0.402173	60.682715	1.323706	0.021478	0.6
172	-0.415165	60.299053	1.329953	0.010821	0.6
173	-0.442493	60.387845	1.328502	0.085379	0.6
174	-0.445943	61.319731	1.313463	0.019101	0.6
175	-0.395880	60.713314	1.323210	0.088456	0.6
176	-0.391590	61.711019	1.307249	0.065058	0.6
177	-0.415323	61.104337	1.316909	0.027318	0.6
178	-0.408726	60.501559	1.326648	0.033481	0.6
179	-0.415810	60.461480	1.327301	0.008283	0.7
180	-0.421601	60.913250	1.319981	0.062210	0.7
181	-0.412703	60.526303	1.326246	0.022931	0.6
182	-0.412344	61.516419	1.310332	0.029554	0.6
183	-0.406160	60.985929	1.318811	0.025942	0.7
184	-0.414420	60.705526	1.323337	0.034896	0.6
185	-0.396128	61.623017	1.308641	0.064887	0.6
186	-0.431563	62.623015	1.292992	0.054048	0.7
187	-0.391786	63.450284	1.280326	0.028972	0.6
188	-0.395185	64.448773	1.265365	0.056673	0.7
189	-0.412949	63.842442	1.274408	0.058059	0.6
190	-0.386504	64.842262	1.259565	0.029913	0.6
191	-0.444840	64.235857	1.268526	0.023260	0.6
192	-0.387386	63.694666	1.276632	0.024981	0.6
193	-0.389308	63.662798	1.277112	0.016726	0.6
194	-0.414825	64.323943	1.267216	0.020415	0.6
195	-0.404397	64.783904	1.260422	0.045630	0.7
196	-0.402045	65.773120	1.246053	0.079450	0.6
197	-0.411437	65.166499	1.254825	0.031758	0.6
198	-0.411466	66.165365	1.240446	0.080027	0.6
199	-0.387145	67.162622	1.226414	0.089678	0.6
200	-0.419067	68.162614	1.212660	0.029344	0.7
201	-0.404886	69.162609	1.199210	0.041251	0.6
202	-0.425803	68.565876	1.207200	0.034514	0.6
203	-0.413826	67.970120	1.215283	0.069646	0.6
204	-0.403411	68.462049	1.208601	0.028863	0.6
205	-0.421497	69.459692	1.195272	0.040721	0.6
206	-0.408087	70.457114	1.182236	0.064358	0.7
207	-0.423823	69.850453	1.190131	0.069300	0.6
208	-0.413978	70.850391	1.177174	0.017510	0.7
209	-0.412713	70.376226	1.183283	0.055338	0.6
210	-0.400049	71.366644	1.170595	0.029266	0.6
211	-0.394238	70.771081	1.178191	0.030889	0.6
212	-0.452183	70.922848	1.176246	0.036567	0.6
213	-0.406201	71.779973	1.165380	0.025001	0.6
214	-0.408380	72.725087	1.153628	0.043427	0.6
215	-0.406176	73.665638	1.142166	0.034218	0.6
216	-0.415156	74.657549	1.130323	0.048808	0.6
217	-0.402284	75.647078	1.118750	0.015550	0.6
218	-0.421429	75.151744	1.124513	0.043496	0.6
219	-0.453409	75.915306	1.115654	0.054399	0.6
220	-0.413672	76.915304	1.104260	0.045942	0.6
221	-0.397516	77.915205	1.093097	0.038926	0.6
222	-0.381142	78.909297	1.082221	0.025790	0.6
223	-0.426306	78.440543	1.087322	0.028969	0.6
224	-0.380856	78.957365	1.081700	0.073686	0.6
225	-0.452105	78.350712	1.088305	0.015024	0.6
226	-0.409492	79.259476	1.078441	0.037352	0.7
227	-0.377172	78.695515	1.084541	0.032179	0.6
228	-0.396228	78.445651	1.087266	0.011059	0.6
229	-0.437158	78.076701	1.091315	0.033535	0.6
230	-0.429593	77.803528	1.094332	0.079179	0.6
231	-0.404795	77.197746	1.101083	0.083078	0.6
232	-0.432428	78.197746	1.089983	0.037361	0.6
233	-0.409286	77.591209	1.096689	0.019240	0.6
234	-0.405467	77.223296	1.100797	0.053030	0.6
235	-0.429431	76.653623	1.107219	0.066563	0.6
236	-0.405782	76.709154	1.106589	0.046000	0.6
237	-0.398988	76.102474	1.113503	0.036484	0.6
238	-0.399815	76.207494	1.112300	0.069334	0.6
239	-0.375881	75.633799	1.118904	0.036012	0.6
240	-0.392350	75.027206	1.125972	0.024598	0.6
241	-0.376586	74.447369	1.132812	0.072006	0.7
242	-0.403971	75.372251	1.121940	0.049384	0.7
243	-0.435605	74.765569	1.129048	0.048832	0.6
244	-0.413227	75.765568	1.117380	0.048742	0.6
245	-0.416668	76.670611	1.107026	0.073800	0.7
246	-0.446325	77.505067	1.097648	0.090905	0.6
247	-0.427135	78.505067	1.086617	0.035913	0.6
248	-0.429832	78.568238	1.085928	0.025308	0.6
249	-0.432850	79.548621	1.075340	0.031661	0.7
